Id,Agency,Posting_Type,Nr_of_Positions,Classification,Job_Category,FullPart_Time,Career_Level,Salary_From,Salary_To,Salary_Frequency,Work_Location,Work_Unit,Posting_Date,Posting_Updated,Salary_Index,ACR
546971,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,"Administration & Human Resources Policy, Research & Analysis",F,Experienced (non-manager),54100,83981,Annual,59-17 Junction Blvd Corona Ny,EQUAL EMPLOYMENT OPPORTUNITY,09/30/2022,10/13/2022,14.353534303534303,DOEP
557039,NYC HOUSING AUTHORITY,External,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),60171,93630,Annual,Melrose,Bronx Property Management,01/13/2023,01/13/2023,15.987629937629938,NHA
533706,HUMAN RIGHTS COMMISSION,External,1,Competitive-1,Constituent Services & Community Programs,F,Experienced (non-manager),58449,67216,Annual,"25 Chapel St, Brooklyn Ny",Comm.Rel.Bureau-Central,05/26/2022,07/18/2022,13.062889812889813,HUMAN RIGHTS COMMISSION
565798,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,55 Water St Ny Ny,Bridges Roadways,12/29/2022,12/29/2022,22.066735966735965,DOT
568275,OFF OF PAYROLL ADMINISTRATION,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,80000,Annual,5 Manhattan West,Fiduciary Accounting,01/10/2023,01/10/2023,14.80977130977131,OFF OF PAYROLL ADMINISTRATION
548176,DEPT OF HEALTH/MENTAL HYGIENE,Internal,6,Pending Classification-2,Constituent Services & Community Programs Health,F,Experienced (non-manager),72475,111231,Annual,NYC - All Boroughs,Medical Services,01/05/2023,01/05/2023,19.096257796257795,DOHMH
518341,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Constituent Services & Community Programs,F,Experienced (non-manager),64749,134280,Annual,Resident Engagement,NOT USED,02/14/2022,02/14/2022,20.689085239085237,NHA
568101,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,65640,Annual,30-30 Thomson Ave L I City Qns,SSS/QA/Quality Assurance,01/09/2023,01/09/2023,12.756548856548857,DODC
554322,DEPT OF YOUTH & COMM DEV SRVS,External,1,Non-Competitive-5,Constituent Services & Community Programs,P,Entry-Level,15.5747,20.2064,Hourly,"2 Lafayette St., N.Y.",Child & Adult Care Food Prog.,10/27/2022,10/27/2022,17.890549999999998,DEPT OF YOUTH & COMM DEV SRVS
540905,BRONX DISTRICT ATTORNEY,External,2,Non-Competitive-5,"Administration & Human Resources Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),60000,60000,Annual,198 E161St Street Bronx N.Y.,Support Staff,07/18/2022,10/14/2022,12.474012474012474,BRONX DISTRICT ATTORNEY
558797,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,57078,65640,Annual,30-30 Thomson Ave L I City Qns,INFRASTRUCTURE/DESIGN/SECT. 2,11/29/2022,12/08/2022,12.756548856548857,DODC
565312,DEPARTMENT OF CORRECTION,Internal,1,Competitive-1,"Policy, Research & Analysis",F,Experienced (non-manager),64857,74585,Annual,75-20 Astoria Blvd,Quality Assurance & Integrity,12/21/2022,12/21/2022,14.495010395010395,DOC
562105,DEPARTMENT OF BUSINESS SERV.,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),50295,77666,Annual,1 Liberty Plaza NYC,Procurement,11/28/2022,11/28/2022,13.301559251559251,DEPARTMENT OF BUSINESS SERV.
542416,DEPARTMENT OF CITY PLANNING,External,1,Competitive-1,"Engineering, Architecture, & Planning",NA,Experienced (non-manager),65208,95993,Annual,"120 Broadway, New York, NY",Technical Review,07/27/2022,08/25/2022,NA,DEPARTMENT OF CITY PLANNING
545119,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),97743,104745,Annual,22 Cortlandt Street,off of Veter Public Health S,10/28/2022,10/28/2022,21.048648648648648,DOHMH
566934,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,Administration & Human Resources,F,Entry-Level,41848,50000,Annual,59-17 Junction Blvd Corona Ny,Engineering Audit,01/05/2023,01/05/2023,9.547609147609148,DOEP
523076,OFFICE OF MANAGEMENT & BUDGET,Internal,2,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,51550,73806,Annual,255 Greenwich Street,Office of Budget Review,03/08/2022,03/08/2022,13.03076923076923,OFFICE OF MANAGEMENT & BUDGET
503664,DEPARTMENT OF TRANSPORTATION,Internal,4,Competitive-1,"Engineering, Architecture, & Planning Building Operations & Maintenance",F,Experienced (non-manager),53702,148745,Annual,"1 Bay St., S.I.,Ny",Ferry Engineering,11/30/2021,12/03/2021,21.044386694386695,DOT
462494,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),56041,75318,Annual,96-05 Horace Harding Expway,ENVIRON HEALTH/SAFETY - BWSO,05/04/2021,10/28/2021,13.654781704781705,DOEP
539940,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Constituent Services & Community Programs Communications & Intergovernmental Affairs Legal Affairs Social Services,F,Experienced (non-manager),66442,76408,Annual,240-250-252 Livingston Street,Office Of Investigation-NM,07/11/2022,07/11/2022,14.849272349272349,HDOSS
542148,ADMIN TRIALS AND HEARINGS,Internal,2,Competitive-1,"Constituent Services & Community Programs Finance, Accounting, & Procurement",F,Entry-Level,36390,41848,Annual,NYC - All Boroughs,Clerk's Office MA,09/08/2022,09/09/2022,8.132848232848232,ADMIN TRIALS AND HEARINGS
541337,OFFICE OF THE COMPTROLLER,External,1,Non-Competitive-5,Legal Affairs,F,Manager,115000,125000,Annual,"1 Centre St., N.Y.",Law and Adjustment,07/20/2022,07/20/2022,24.948024948024948,OFFICE OF THE COMPTROLLER
563254,DEPARTMENT FOR THE AGING,Internal,1,Non-Competitive-5,Constituent Services & Community Programs Social Services,F,Experienced (non-manager),54100,83981,Annual,"2 Lafayette St., N.Y.",Senior Employment,12/14/2022,12/15/2022,14.353534303534303,DEPARTMENT FOR THE AGING
530246,ADMIN FOR CHILDREN'S SVCS,Internal,1,Competitive-1,Social Services,F,Manager,72038,100000,Annual,17 Bristol Street Brooklyn Ny,Crossroads Juvenile Center,05/26/2022,11/09/2022,17.883367983367982,AFCS
533201,DEPARTMENT OF TRANSPORTATION,External,8,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),59125,62260,Annual,55 Water St Ny Ny,Bureau of Bridges Exec Hdqtr,05/24/2022,07/12/2022,12.617983367983369,DOT
533285,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),67000,77050,Annual,"109 E 16Th St., N.Y.",FIA Operations-NM,05/26/2022,07/19/2022,14.974012474012474,HDOSS
562409,TAXI & LIMOUSINE COMMISSION,Internal,1,Non-Competitive-5,Constituent Services & Community Programs Legal Affairs,F,Experienced (non-manager),71423,107032,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,11/25/2022,11/25/2022,18.550415800415802,TAXI & LIMOUSINE COMMISSION
520280,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Manager,64922,173486,Annual,96-05 Horace Harding Expway,DESIGN SERVICES,03/18/2022,03/18/2022,24.78253638253638,DOEP
554987,DEPT OF HEALTH/MENTAL HYGIENE,External,7,Competitive-1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),45722,45722,Annual,"125 Worth Street, Nyc",Healthy Homes Progam,10/28/2022,11/17/2022,9.505613305613306,DOHMH
568887,LAW DEPARTMENT,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),90000,90000,Annual,"100 Church St., N.Y.",Admin Services,01/12/2023,01/12/2023,18.71101871101871,LD
551356,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),74730,130000,Annual,59-17 Junction Blvd Corona Ny,EXECUTIVE ADMINISTRATION,09/16/2022,09/16/2022,21.281704781704782,DOEP
496932,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),36390,41848,Annual,4 World Trade Center,Office Of HR Solutions-NM,11/04/2021,07/19/2022,8.132848232848232,HDOSS
529289,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Social Services,F,Experienced (non-manager),58695,67499,Annual,92-31 Union Hall St. Jamaica N,Constituent Services-NM,04/20/2022,06/17/2022,13.117879417879418,HDOSS
533608,LAW DEPARTMENT,External,2,Exempt-4,Legal Affairs,F,Experienced (non-manager),75121,133040,Annual,"100 Church St., N.Y.",Special Federal Litigation-F,05/31/2022,06/28/2022,21.63835758835759,LD
540478,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,OGI- IFA,07/16/2022,07/16/2022,22.066735966735965,DOEP
553635,POLICE DEPARTMENT,Internal,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),43929,57093,Annual,Default,41st Precinct Civilian/Cadet,12/23/2022,01/13/2023,10.5012474012474,POLICE DEPARTMENT
534714,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),112000,120000,Annual,Engineering Svcs & Oversight,Architecture/Engineering Svcs,07/05/2022,07/05/2022,24.116424116424117,NHA
526142,OFFICE OF MANAGEMENT & BUDGET,Internal,1,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Experienced (non-manager),73806,83399,Annual,255 Greenwich Street,IFA,03/25/2022,03/25/2022,16.341476091476093,OFFICE OF MANAGEMENT & BUDGET
545252,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),94715,94715,Annual,4 World Trade Center,Office Of HR Solutions-NM,08/16/2022,08/25/2022,19.69126819126819,HDOSS
569415,DEPT OF CITYWIDE ADMIN SVCS,External,1,Non-Competitive-5,"Policy, Research & Analysis",P,Student,16,19,Hourly,"1 Centre St., N.Y.",RES/Planning&Dispositions,01/13/2023,01/13/2023,17.5,DEPT OF CITYWIDE ADMIN SVCS
562711,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Social Services,F,Experienced (non-manager),37748,57043,Annual,375 Pearl Street,Office Of Revenue/Admin-NM,12/30/2022,12/30/2022,9.853534303534303,HDOSS
534561,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Technology, Data & Innovation Building Operations & Maintenance",F,Manager,72038,192152,Annual,Elevator Svcs & Repair (C.O.),Elevator Services &Repair Dept,06/30/2022,06/30/2022,27.462577962577964,NHA
546404,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Competitive-1,"Constituent Services & Community Programs Finance, Accounting, & Procurement",F,Experienced (non-manager),70611,97873,Annual,"123 William Street, NY, NY",Financial Management,10/27/2022,10/27/2022,17.513929313929314,DEPT OF YOUTH & COMM DEV SRVS
568594,OFFICE OF LABOR RELATIONS,Internal,1,Non-Competitive-5,Administration & Human Resources,F,Executive,80931,208826,Annual,22 Cortlandt Street,Executive,01/11/2023,01/11/2023,30.12027027027027,OFFICE OF LABOR RELATIONS
542897,DEPT. OF HOMELESS SERVICES,Internal,1,Competitive-1,"Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),51079,80478,Annual,151 East 151st Street,Family Services,08/05/2022,08/07/2022,13.675363825363826,DEPT. OF HOMELESS SERVICES
566761,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,Constituent Services & Community Programs,F,Entry-Level,38333,44083,Annual,100 Gold Street,Conversions Unit,12/30/2022,12/30/2022,8.567151767151767,HPD
567493,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,01/09/2023,01/09/2023,17.243762993762992,DOEP
536685,ADMIN FOR CHILDREN'S SVCS,Internal,6,Competitive-1,"Finance, Accounting, & Procurement Social Services",NA,Experienced (non-manager),25.954,29.8473,Hourly,"150 William Street, New York N",Asst Comm Payments (Finance),08/19/2022,08/19/2022,27.90065,AFCS
556745,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),74773,76650,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,10/20/2022,10/25/2022,15.740436590436591,DOEP
567049,FINANCIAL INFO SVCS AGENCY,External,1,Competitive-1,"Technology, Data & Innovation",NA,Manager,150000,160000,Annual,5 Manhattan West,Ops/Operations Sup Mgmt,01/04/2023,01/04/2023,NA,FINANCIAL INFO SVCS AGENCY
564775,POLICE DEPARTMENT,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),43929,57093,Annual,"53-15 58Th St., Queens",Fleet Services DIV/CIV and CAD,12/13/2022,12/13/2022,10.5012474012474,POLICE DEPARTMENT
558405,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),67.72,67.72,Hourly,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,11/15/2022,11/15/2022,67.72,DOEP
561383,NYC HOUSING AUTHORITY,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Manager,80931,208826,Annual,Business Client Services,IT Service Management,11/29/2022,11/29/2022,30.12027027027027,NHA
565900,OFFICE OF EMERGENCY MANAGEMENT,External,1,Pending Classification-2,"Administration & Human Resources Policy, Research & Analysis",F,Manager,95000,110000,Annual,165 Cadman Plaza East,Readiness Bureau,01/04/2023,01/04/2023,21.30977130977131,OFFICE OF EMERGENCY MANAGEMENT
569354,CAMPAIGN FINANCE BOARD,Internal,1,Pending Classification-2,"Administration & Human Resources Technology, Data & Innovation Policy, Research & Analysis",F,Manager,100000,110000,Annual,"100 Church St., N.Y.",Managerial,01/13/2023,01/13/2023,21.82952182952183,CAMPAIGN FINANCE BOARD
552578,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,Constituent Services & Community Programs Health,F,Experienced (non-manager),61233,80483,Annual,30-30 47TH AVE,SH Medical,10/31/2022,10/31/2022,14.731392931392932,DOHMH
539611,DEPT. OF HOMELESS SERVICES,External,1,Competitive-1,"Finance, Accounting, & Procurement Social Services",F,Manager,115000,149350,Annual,"101-07 Farragut Road, Brooklyn","Facilities, Maint and Repair",07/08/2022,12/22/2022,27.47920997920998,DEPT. OF HOMELESS SERVICES
462614,DEPARTMENT OF CORRECTION,External,8,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),71423,91563,Annual,75-20 Astoria Blvd,Office of Trials,05/03/2021,09/29/2021,16.942411642411642,DOC
568592,DEPARTMENT OF FINANCE,External,1,Competitive-1,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Experienced (non-manager),81203,90000,Annual,59 Maiden Lane,Budget Unit,01/12/2023,01/11/2023,17.796569646569647,DEPARTMENT OF FINANCE
527780,NYC HOUSING AUTHORITY,Internal,1,Labor-3,Building Operations & Maintenance,F,Entry-Level,31836,46278,Annual,Brooklyn Floating Staff,Brooklyn Property Management,04/08/2022,05/27/2022,8.11995841995842,NHA
564766,HOUSING PRESERVATION & DVLPMNT,Internal,1,Non-Competitive-5,Constituent Services & Community Programs,F,Entry-Level,38333,44083,Annual,100 Gold Street,Initial Subsidies,12/14/2022,12/14/2022,8.567151767151767,HPD
564997,DEPARTMENT OF BUSINESS SERV.,Internal,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),58700,173486,Annual,1 Liberty Plaza NYC,Technology,12/19/2022,12/19/2022,24.135758835758836,DEPARTMENT OF BUSINESS SERV.
538106,DEPARTMENT OF CORRECTION,External,32,Non-Competitive-5,"Public Safety, Inspections, & Enforcement",F,Entry-Level,58167,58167,Annual,75-20 Astoria Blvd,Investigation Division,07/14/2022,08/01/2022,12.092931392931392,DOC
563846,POLICE DEPARTMENT,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),36390,55228,Annual,"167 E 51St St., N.Y.",17th Precinct Civilian/Cadet,12/06/2022,12/07/2022,9.523700623700623,POLICE DEPARTMENT
539150,DEPARTMENT OF INVESTIGATION,External,1,Non-Competitive-5,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),45113,55000,Annual,180 Maiden Lane,Background Investigation,07/29/2022,11/10/2022,10.406756756756756,DEPARTMENT OF INVESTIGATION
552588,DEPT OF HEALTH/MENTAL HYGIENE,External,2,Competitive-1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),87477,98887,Annual,"455 First Ave., N.Y.",Poison Control Center,09/23/2022,11/02/2022,19.372557172557173,DOHMH
537113,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74650,109409,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,07/16/2022,07/16/2022,19.132952182952184,DOEP
561464,HOUSING PRESERVATION & DVLPMNT,Internal,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),92194,106023,Annual,100 Gold Street,HPD Tech,11/17/2022,11/17/2022,20.604677754677756,HPD
552396,OFFICE OF THE COMPTROLLER,Internal,1,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Manager,170000,200000,Annual,"1 Centre St., N.Y.",Asset Management,09/23/2022,09/23/2022,38.46153846153846,OFFICE OF THE COMPTROLLER
545827,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,"Technology, Data & Innovation Social Services",F,Manager,77688,152000,Annual,15 Metrotech,Mgmt Information System-MGR,08/15/2022,08/15/2022,23.876091476091474,HDOSS
565820,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,57078,65640,Annual,"22 Nyc Highway 30A, Downsville",CLAIMS - DOWNSVILLE/ PEPACTON,01/09/2023,01/10/2023,12.756548856548857,DOEP
532415,DEPARTMENT OF CORRECTION,Internal,10,Non-Competitive-5,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Executive,150000,175000,Annual,"Hazen St-A.M.K.C., E. Elm, Ny",Commissioner,05/16/2022,05/25/2022,33.78378378378378,DOC
569415,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Non-Competitive-5,"Policy, Research & Analysis",P,Student,16,19,Hourly,"1 Centre St., N.Y.",RES/Planning&Dispositions,01/13/2023,01/13/2023,17.5,DEPT OF CITYWIDE ADMIN SVCS
347589,DEPT OF HEALTH/MENTAL HYGIENE,Internal,4,Competitive-1,Health,F,Experienced (non-manager),33875,54879,Annual,421 East 26th Street NY NY,OCME-DNA,05/30/2018,12/16/2020,9.225987525987525,DOHMH
558698,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Social Services,F,Experienced (non-manager),58695,89699,Annual,4 World Trade Center,Office Of Contracts-NM,11/15/2022,12/29/2022,15.425571725571725,HDOSS
551824,ADMIN TRIALS AND HEARINGS,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Entry-Level,36390,41848,Annual,"66 John Street, New York, Ny",Clerk's Office MA,12/09/2022,12/09/2022,8.132848232848232,ADMIN TRIALS AND HEARINGS
536549,NYC HOUSING AUTHORITY,External,2,Competitive-1,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Engineering, Architecture, & Planning",NA,Experienced (non-manager),74650,109409,Annual,VP Office-PPPD,VP for PP & PD,07/27/2022,08/26/2022,NA,NHA
568060,CONSUMER AND WORKER PROTECTION,Internal,1,Competitive-1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),40017,52242,Annual,"42 Broadway, N.Y.",General Counsel's Office,01/09/2023,01/09/2023,9.59033264033264,CONSUMER AND WORKER PROTECTION
546753,DEPT OF PARKS & RECREATION,External,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,75000,Annual,Randalls Island 5-Boro Shops,Telecommunications,08/19/2022,10/12/2022,15.592515592515593,DEPT OF PARKS & RECREATION
535760,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",NA,Experienced (non-manager),42114,48431,Annual,96-05 Horace Harding Expway,Rev Construction Compliance,06/27/2022,06/27/2022,NA,DOEP
541175,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Legal Affairs Social Services,F,Manager,125000,150000,Annual,4 World Trade Center,Mayor's Anti-Displ Init Mgr,07/18/2022,08/26/2022,28.586278586278585,HDOSS
567515,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,"Policy, Research & Analysis",F,Experienced (non-manager),94283,108426,Annual,75-20 Astoria Blvd,Commissioner,01/06/2023,01/06/2023,21.07162162162162,DOC
549335,HRA/DEPT OF SOCIAL SERVICES,External,8,Non-Competitive-5,Social Services,F,Experienced (non-manager),54100,68048,Annual,"260 Eleventh Ave., N.Y.",Mayor's Anti-Displ Init Nm,09/02/2022,12/02/2022,12.697297297297297,HDOSS
553175,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Non-Competitive-5,"Constituent Services & Community Programs Technology, Data & Innovation",F,Entry-Level,15.5,19.9,Hourly,"2 Lafayette St., N.Y.",Strategic COMM/Stakeholder ENG,10/28/2022,11/16/2022,17.7,DEPT OF YOUTH & COMM DEV SRVS
561458,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,"Technology, Data & Innovation",F,Manager,80931,208826,Annual,I&O-Network & Telecom,IT Network & Telecom Ops,11/23/2022,12/20/2022,30.12027027027027,NHA
566856,LAW DEPARTMENT,External,2,Competitive-1,"Technology, Data & Innovation Legal Affairs",F,Entry-Level,42798,49218,Annual,"100 Church St., N.Y.",Information Technology,01/06/2023,01/06/2023,9.565072765072765,LD
554238,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,Constituent Services & Community Programs,F,Experienced (non-manager),54100,83981,Annual,55 Water St Ny Ny,Office of Bicycle/Pedes Prgms,10/07/2022,10/07/2022,14.353534303534303,DOT
560295,NYC HOUSING AUTHORITY,Internal,1,Labor-3,Building Operations & Maintenance,F,Entry-Level,31836,46278,Annual,Elevator Svcs & Repair (Field),Elevator Services &Repair Dept,11/25/2022,11/25/2022,8.11995841995842,NHA
458945,NYC HOUSING AUTHORITY,External,2,Competitive-1,"Engineering, Architecture, & Planning",F,Manager,105000,115000,Annual,Project Management Team 3,Project Management Team 3,03/23/2021,03/23/2021,22.86902286902287,NHA
527779,NYC HOUSING AUTHORITY,External,1,Competitive-1,Building Operations & Maintenance,NA,Experienced (non-manager),29.98,31.16,Hourly,Brooklyn Floating Staff,Brooklyn Property Management,04/08/2022,05/13/2022,30.57,NHA
559712,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Social Services",F,Manager,120000,185000,Annual,4 World Trade Center,Fiscal Operations-Mgr,11/03/2022,11/07/2022,31.704781704781706,HDOSS
527986,OFFICE OF THE COMPTROLLER,External,2,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),75000,90000,Annual,"1 Centre St., N.Y.",EDP Audit -  Inspections,04/07/2022,04/07/2022,17.151767151767153,OFFICE OF THE COMPTROLLER
512662,DEPARTMENT OF CORRECTION,Internal,2,Competitive-1,"Policy, Research & Analysis",F,Experienced (non-manager),53797,61866,Annual,"Hazen St-G.M.D.C., E. Elm, Ny",George Motchan Det Cntr - Ci,12/30/2021,05/12/2022,12.023180873180873,DOC
552380,DEPT OF PARKS & RECREATION,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),85000,95000,Annual,24 West 61 Street,Information Technology,09/23/2022,10/26/2022,18.71101871101871,DEPT OF PARKS & RECREATION
494979,FIRE DEPARTMENT,Internal,1,Non-Competitive-5,"Technology, Data & Innovation Policy, Research & Analysis",F,Experienced (non-manager),84468,97138,Annual,"9 Metrotech Center, Brooklyn N",Mgt. Info. Systems & Review,10/03/2022,10/03/2022,18.877962577962577,FIRE DEPARTMENT
532427,POLICE DEPARTMENT,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),43929,57093,Annual,"1 Police Plaza, N.Y.",Crim Justice Bureau/Civ and Ca,05/16/2022,05/18/2022,10.5012474012474,POLICE DEPARTMENT
551807,DEPT OF ENVIRONMENT PROTECTION,Internal,4,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,62260,Annual,96-05 Horace Harding Expway,STRUCTURAL / SITE CIVIL DESIGN,09/20/2022,09/20/2022,11.816320166320166,DOEP
558215,DEPT OF ENVIRONMENT PROTECTION,External,3,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,PROJECT MANAGEMENT AND CONSTR.,11/14/2022,12/05/2022,22.066735966735965,DOEP
558277,OFF OF PAYROLL ADMINISTRATION,External,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),36390,58953,Annual,5 Manhattan West,Facility Ops & Supp. Services,10/27/2022,10/27/2022,9.91091476091476,OFF OF PAYROLL ADMINISTRATION
462922,NYC HOUSING AUTHORITY,Internal,12,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),47.76,47.76,Hourly,Paint Administration,Paint Administration,03/28/2022,03/28/2022,47.76,NHA
560899,PRESIDENT BOROUGH OF MANHATTAN,External,1,Non-Competitive-5,"Policy, Research & Analysis",F,Experienced (non-manager),60000,70000,Annual,"1 Centre St., N.Y.",Policy,11/14/2022,11/14/2022,13.513513513513514,PRESIDENT BOROUGH OF MANHATTAN
565641,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,100 Central Park Ave N Yonkers,BWS-Hillview Reservoir,01/09/2023,01/09/2023,17.243762993762992,DOEP
553604,OFFICE OF EMERGENCY MANAGEMENT,External,1,Pending Classification-2,"Technology, Data & Innovation",P,Experienced (non-manager),28,28,Hourly,165 Cadman Plaza East,Office of Strategic Operations,11/17/2022,11/17/2022,28,OFFICE OF EMERGENCY MANAGEMENT
551751,LAW DEPARTMENT,External,1,Competitive-1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),36390,41848,Annual,"100 Church St., N.Y.",Operations,10/19/2022,10/19/2022,8.132848232848232,LD
546335,LAW DEPARTMENT,Internal,1,Competitive-1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),36390,41848,Annual,"100 Church St., N.Y.",Operations,08/16/2022,08/16/2022,8.132848232848232,LD
552776,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Social Services,F,Experienced (non-manager),40062,46071,Annual,"1790 Grand Concourse, Bronx",Hasa Hiv/Aids Svcs Admin-NM,09/23/2022,01/12/2023,8.953534303534303,HDOSS
